Year,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout
2009,Latur,41,SC,Maharashtra,Awale Jaywant Gangaram,Indian National Congress,1509987,829585,0.549
2009,Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,981666,522402,0.532
2009,Lucknow,35,GEN,Uttar Pradesh [2000 Onwards],Lal Ji Tandon,Bharatiya Janta Party,1653123,587772,0.356
2009,Ludhiana,7,GEN,Punjab,Manish Tewari,Indian National Congress,1309308,846277,0.646
2009,Machhlishahr,74,SC,Uttar Pradesh [2000 Onwards],Tufani Saroj,Samajwadi Party,1751074,717824,0.41
2009,Machilipatnam,28,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,1251053,1052352,0.841
2009,Madha,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Nationalist Congress Party,1558442,919449,0.59
2009,Madhepura,13,GEN,Bihar [2000 Onwards],Sharad Yadav,Janata Dal United,1508361,756468,0.502
2009,Madhubani,6,GEN,Bihar [2000 Onwards],Hukmadeo Narayan Yadav,Bharatiya Janta Party,1397256,556572,0.398
2009,Madurai,32,GEN,Tamil Nadu,Alagiri M.K,Dravida Munetra Kazhagam,1022421,792011,0.775
2009,Mahabubabad,16,ST,Andhra Pradesh,P. Balram,Indian National Congress,1265396,996860,0.788
2009,Maharajganj,63,GEN,Uttar Pradesh [2000 Onwards],Harsh Vardhan,Indian National Congress,1509167,599531,0.397
2009,Maharajganj,19,GEN,Bihar [2000 Onwards],Uma Shanaker Singh,Rashtriya Janata Dal,1312219,599531,0.457
2009,Mahasamund,9,GEN,Chhattisgarh,Chandulal Sahu Chandu Bhaiya,Bharatiya Janta Party,1369154,776337,0.567
2009,Mahbubnagar,11,GEN,Andhra Pradesh,K. Chandrasekhar Rao,Telangana Rashtra Samithi,1368868,927588,0.678
2009,Mahesana,4,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,1393970,692685,0.497
2009,Mainpuri,21,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,1399259,696701,0.498
2009,Malappuram,6,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,1019713,784713,0.77
2009,Maldaha Dakshin,8,GEN,West Bengal,Abu Hasem Khan Choudhury,Indian National Congress,1052093,831309,0.79
2009,Maldaha Uttar,7,GEN,West Bengal,Mausam Noor,Indian National Congress,1101096,922537,0.838
2009,Malkajgiri,7,GEN,Andhra Pradesh,Sarvey Sathyanarayana,Indian National Congress,2343050,1205858,0.515
2009,Mandi,2,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,1112524,713687,0.642
2009,Mandla,14,ST,Madhya Pradesh [2000 Onwards],Basori Singh Masram,Indian National Congress,1528061,860093,0.563
2009,Mandsour,23,GEN,Madhya Pradesh [2000 Onwards],Meenakshi Natrajan,Indian National Congress,1371067,765754,0.559
2009,Mandya,20,GEN,Karnataka,N Cheluvaraya Swamy @ Swamygowda,Janata Dal Secular,1499744,1031797,0.688
2009,Mangaldoi,8,GEN,Assam,Ramen Deka,Bharatiya Janta Party,1416682,988448,0.698
2009,Mathura,17,GEN,Uttar Pradesh [2000 Onwards],Jayant Chaudhary,Rashtriya Lok Dal,1341649,726769,0.542
2009,Mathurapur,20,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1227376,1049016,0.855
2009,Maval,33,GEN,Maharashtra,Babar Gajanan Dharmshi,Shiv Sena,1604886,718520,0.448
2009,Mavelikkara,16,SC,Kerala,Kodikkunnil Suresh,Indian National Congress,1142993,806273,0.705
2009,Mayiladuthurai,28,GEN,Tamil Nadu,Maniyan O.S.,All India Anna Dravida Munnetra Kazhagam,1091519,800627,0.734
2009,Mayurbhanj,5,ST,Orissa,Laxman Tudu,Biju Janata Dal,1173650,825506,0.703
2009,Medak,6,GEN,Andhra Pradesh,Vijaya Shanthi .M,Telangana Rashtra Samithi,1389721,1062584,0.765
2009,Medinipur,34,GEN,West Bengal,Prabodh Panda,Communist Party Of India,1262983,1043731,0.826
2009,Meerut,10,GEN,Uttar Pradesh [2000 Onwards],Rajendra Agarwal,Bharatiya Janta Party,1508788,727732,0.482
2009,Mirzapur,79,GEN,Uttar Pradesh [2000 Onwards],Bal Kumar Patel,Samajwadi Party,1405539,732859,0.521
2009,Misrikh,32,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bahujan Samaj Party,1464770,607911,0.415
2009,Mizoram,1,ST,Mizoram,C.L.Ruala,Indian National Congress,629374,332553,0.528
2009,Mohanlalganj,34,SC,Uttar Pradesh [2000 Onwards],Sushila Saroj,Samajwadi Party,1500237,694220,0.463
2009,Moradabad,6,GEN,Uttar Pradesh [2000 Onwards],Mohammed Azharuddin,Indian National Congress,1388525,761683,0.549
2009,Morena,1,GEN,Madhya Pradesh [2000 Onwards],Narendra Singh Tomar,Bharatiya Janta Party,1339897,710660,0.53
2009,Mumbai North,26,GEN,Maharashtra,Sanjay Brijkishorlal Nirupam,Indian National Congress,1608924,685035,0.426
2009,Mumbai North Central,29,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1681985,664652,0.395
2009,Mumbai North East,28,GEN,Maharashtra,Sanjay Dina Patil,Nationalist Congress Party,1572890,667955,0.425
2009,Mumbai North West,27,GEN,Maharashtra,Ad.Kamat Gurudas Vasant,Indian National Congress,1604992,707303,0.441
2009,Mumbai South,31,GEN,Maharashtra,Deora Milind Murli,Indian National Congress,1589811,641597,0.404
2009,Mumbai South Central,30,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1515899,598877,0.395
2009,Munger,28,GEN,Bihar [2000 Onwards],Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal United,1564604,651035,0.416
2009,Murshidabad,11,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1192899,1052242,0.882
2009,Muzaffarnagar,3,GEN,Uttar Pradesh [2000 Onwards],Kadir Rana,Bahujan Samaj Party,1370117,744973,0.544
2009,Muzaffarpur,15,GEN,Bihar [2000 Onwards],Captain Jai Narayan Prasad Nishad,Janata Dal United,1339949,621870,0.464
2009,Mysore,21,GEN,Karnataka,Adagur H Vishwanath,Indian National Congress,1653991,974410,0.589
2009,Nabarangpur,12,ST,Orissa,Pradeep Kumar Majhi,Indian National Congress,1215653,792063,0.652
2009,Nagaland,1,ST,Nagaland,C.M. Chang,Nagaland Peoples Front,1321878,1189670,0.9
2009,Nagapattinam,29,SC,Tamil Nadu,Vijayan A K S,Dravida Munetra Kazhagam,982352,764572,0.778
2009,Nagarkurnool,12,SC,Andhra Pradesh,Dr. Manda Jagannath,Indian National Congress,1460484,1027695,0.704
2009,Nagaur,14,GEN,Rajasthan,Dr. Jyoti Mirdha,Indian National Congress,1486307,610003,0.41
2009,Nagina,5,SC,Uttar Pradesh [2000 Onwards],Yashvir Singh,Samajwadi Party,1196566,643784,0.538
2009,Nagpur,10,GEN,Maharashtra,Muttemwar Vilasrao Baburaoji,Indian National Congress,1738920,755714,0.435
2009,Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,K.C. Singh Baba,Indian National Congress,1284092,753947,0.587
2009,Nalanda,29,GEN,Bihar [2000 Onwards],Kaushalendra Kumar,Janata Dal United,1719503,568233,0.331
2009,Nalgonda,13,GEN,Andhra Pradesh,Gutha Sukender Reddy,Indian National Congress,1455016,1083684,0.745
2009,Namakkal,16,GEN,Tamil Nadu,Gandhiselvan.S,Dravida Munetra Kazhagam,1075526,846216,0.787
2009,Nanded,16,GEN,Maharashtra,Khatgaonkar Patil Bhaskarrao Bapurao,Indian National Congress,1439015,774850,0.539
2009,Nandurbar,1,ST,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1455543,766408,0.527
2009,Nandyal,34,GEN,Andhra Pradesh,S.P.Y.Reddy,Indian National Congress,1358711,996163,0.733
2009,Narasaraopet,31,GEN,Andhra Pradesh,Modugula Venugopala Reddy,Telugu Desam,1360431,1086317,0.799
2009,Narsapuram,26,GEN,Andhra Pradesh,Bapiraju Kanumuru,Indian National Congress,1173138,995129,0.848
2009,Nashik,21,GEN,Maharashtra,Sameer Bhujbal,Nationalist Congress Party,1448414,656930,0.454
2009,Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1623415,757579,0.467
2009,Nawada,39,GEN,Bihar [2000 Onwards],Bhola Singh,Bharatiya Janta Party,1397512,581583,0.416
2009,Nellore,39,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,1450938,1006949,0.694
2009,New Delhi,4,GEN,Delhi [1977 Onwards],Ajay Makan,Indian National Congress,1373146,765180,0.557
2009,Nilgiris,19,SC,Tamil Nadu,Raja A,Dravida Munetra Kazhagam,1003168,709771,0.708
2009,Nizamabad,4,GEN,Andhra Pradesh,Madhu Yaskhi Goud,Indian National Congress,1333271,889962,0.668
2009,North East Delhi,2,GEN,Delhi [1977 Onwards],Jai Prakash Agarwal,Indian National Congress,1677058,877919,0.524
2009,North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,486983,292408,0.6
2009,North West Delhi,5,SC,Delhi [1977 Onwards],Krishna Tirath,Indian National Congress,1798181,857564,0.477
2009,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1411331,998937,0.708
2009,Ongole,33,GEN,Andhra Pradesh,Magunta Srinivasulu Reddy,Indian National Congress,1375558,1026948,0.747
2009,Osmanabad,40,GEN,Maharashtra,Patil Padamsinha Bajirao,Nationalist Congress Party,1608852,924810,0.575
2009,Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,909496,753388,0.828
2009,Palakkad,8,GEN,Kerala,M.B. Rajesh,Communist Party Of India MARXIST,1074818,790872,0.736
2009,Palamau,13,SC,Jharkhand,Kameshwar Baitha,Jharkhand Mukti Morcha,1417375,651271,0.46
2009,Palghar,22,ST,Maharashtra,Jadhav Baliram Sukur,Bahujan Vikas Aaghadi,1523061,732599,0.481
2009,Pali,15,GEN,Rajasthan,Badri Ram Jakhar,Indian National Congress,1682713,724620,0.431
2009,Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1423385,606673,0.426
2009,Parbhani,17,GEN,Maharashtra,Adv. Dudhgaonkar Ganeshrao Nagorao,Shiv Sena,1610088,870761,0.541
2009,Paschim Champaran,2,GEN,Bihar [2000 Onwards],Dr. Sanjay Jaiswal,Bharatiya Janta Party,1220868,515490,0.422
2009,Pataliputra,31,GEN,Bihar [2000 Onwards],Ranjan Prasad Yadav,Janata Dal United,1526241,628364,0.412
2009,Patan,3,GEN,Gujarat,Jagdish Thakor,Indian National Congress,1417623,633160,0.447
2009,Pathanamthitta,17,GEN,Kerala,Anto Antony Punnathaniyil,Indian National Congress,1213370,798232,0.658
2009,Patiala,13,GEN,Punjab,Preneet Kaur,Indian National Congress,1344864,935959,0.696
2009,Patna Sahib,30,GEN,Bihar [2000 Onwards],Shatrughan Sinha,Bharatiya Janta Party,1641976,552538,0.337
2009,Peddapalli,2,SC,Andhra Pradesh,Dr.G.Vivekanand,Indian National Congress,1315642,904183,0.687
2009,Perambalur,25,GEN,Tamil Nadu,Napoleond.,Dravida Munetra Kazhagam,1049033,834811,0.796
2009,Phulpur,51,GEN,Uttar Pradesh [2000 Onwards],Kapil Muni Karwariya,Bahujan Samaj Party,1426451,551913,0.387
2009,Pilibhit,26,GEN,Uttar Pradesh [2000 Onwards],Varun Gandhi,Bharatiya Janta Party,1310007,837650,0.639
2009,Pollachi,21,GEN,Tamil Nadu,Sugumar.K,All India Anna Dravida Munnetra Kazhagam,1017811,773303,0.76
2009,Pondicherry,1,GEN,Pondicherry,Narayanasamy,Indian National Congress,762440,608533,0.798
2009,Ponnani,7,GEN,Kerala,E.T. Muhammed Basheer,Muslim League Kerala State Committee,997075,770205,0.773
2009,Porbandar,11,GEN,Gujarat,Radadiya Vitthalbhai Hansrajbhai,Indian National Congress,1385818,660768,0.477
2009,Pratapgarh,39,GEN,Uttar Pradesh [2000 Onwards],Rajkumari Ratna Singh,Indian National Congress,1435159,641017,0.447
2009,Pune,34,GEN,Maharashtra,Kalmadi Suresh,Indian National Congress,1806953,734482,0.407
2009,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1322817,910198,0.688
2009,Purnia,12,GEN,Bihar [2000 Onwards],Uday Singh Alias Pappu Singh,Bharatiya Janta Party,1305396,704866,0.54
2009,Purulia,35,GEN,West Bengal,Narahari Mahato,All India Forward Bloc,1257799,905208,0.72
2009,Purvi Champaran,3,GEN,Bihar [2000 Onwards],Radha Mohan Singh,Bharatiya Janta Party,1187264,482094,0.406
2009,Rae Bareli,36,GEN,Uttar Pradesh [2000 Onwards],Sonia Gandhi,Indian National Congress,1379507,666699,0.483
2009,Raichur,6,ST,Karnataka,Pakkirappa.S.,Bharatiya Janta Party,1486326,682388,0.459
2009,Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,1359830,769264,0.566
2009,Raiganj,5,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,1108382,900271,0.812
2009,Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1432746,935750,0.653
2009,Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1578868,741969,0.47
2009,Rajahmundry,25,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1260974,1021131,0.81
2009,Rajampet,41,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,1311449,997835,0.761
2009,Rajgarh,20,GEN,Madhya Pradesh [2000 Onwards],Narayansingh Amlabe,Indian National Congress,1261062,651383,0.517
2009,Rajkot,10,GEN,Gujarat,Kuvarjibhai Mohanbhai Bavalia,Indian National Congress,1455072,649750,0.447
2009,Rajmahal,1,ST,Jharkhand,Devidhan Besra,Bharatiya Janta Party,1167993,644495,0.552
2009,Rajnandgaon,6,GEN,Chhattisgarh,Madhusudan Yadav,Bharatiya Janta Party,1411051,830578,0.589
2009,Rajsamand,22,GEN,Rajasthan,Gopal Singh,Indian National Congress,1489231,591390,0.397
2009,Ramanathapuram,35,GEN,Tamil Nadu,Sivakumar @ J.K. Ritheesh. K,Dravida Munetra Kazhagam,1133391,779721,0.688
2009,Rampur,7,GEN,Uttar Pradesh [2000 Onwards],Jaya Prada Nahata,Samajwadi Party,1154544,606179,0.525
2009,Ramtek,9,SC,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,1502900,765020,0.509
2009,Ranaghat,13,SC,West Bengal,Sucharu Ranjan Haldar,All India Trinamool Congress,1329436,1148874,0.864
2009,Ranchi,8,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,1625148,723932,0.446
2009,Ratlam,24,ST,Madhya Pradesh [2000 Onwards],Kantilal Bhuria,Indian National Congress,1251597,637626,0.509
2009,Ratnagiri - Sindhudurg,46,GEN,Maharashtra,Dr.Nilesh Narayan Rane,Indian National Congress,1252255,719855,0.575
2009,Raver,4,GEN,Maharashtra,Haribhau Madhav Jawale,Bharatiya Janta Party,1418691,720215,0.508
2009,Rewa,10,GEN,Madhya Pradesh [2000 Onwards],Deoraj Singh Patel,Bahujan Samaj Party,1248727,603761,0.484
2009,Robertsganj,80,SC,Uttar Pradesh [2000 Onwards],Pakauri Lal,Samajwadi Party,1214735,595313,0.49
2009,Rohtak,7,GEN,Haryana,Deepender Singh,Indian National Congress,1274972,835610,0.655
2009,Sabarkantha,5,GEN,Gujarat,Chauhan Mahendrasinh,Bharatiya Janta Party,1452240,717642,0.494
2009,Sagar,5,GEN,Madhya Pradesh [2000 Onwards],Bhupendra Singh,Bharatiya Janta Party,1185166,570342,0.481
2009,Saharanpur,1,GEN,Uttar Pradesh [2000 Onwards],Jagdish Singh Rana,Bahujan Samaj Party,1298132,821119,0.633
2009,Salem,15,GEN,Tamil Nadu,Semmalai S,All India Anna Dravida Munnetra Kazhagam,1171839,895888,0.765
2009,Salempur,71,GEN,Uttar Pradesh [2000 Onwards],Ramashankar Rajbhar,Bahujan Samaj Party,1621136,635226,0.392
2009,Samastipur,23,SC,Bihar [2000 Onwards],Maheshwar Hazari,Janata Dal United,1312948,584752,0.445
2009,Sambalpur,3,GEN,Orissa,Amarnath Pradhan,Indian National Congress,1233251,800562,0.649
2009,Sambhal,8,GEN,Uttar Pradesh [2000 Onwards],Dr. Shafiqur Rahman Barq,Bahujan Samaj Party,1290810,682137,0.529
2009,Sangli,44,GEN,Maharashtra,Pratik Prakashbapu Patil,Indian National Congress,1490571,778760,0.523
2009,Sangrur,12,GEN,Punjab,Vijay Inder Singla,Indian National Congress,1251401,931247,0.744
2009,Sant Kabir Nagar,62,GEN,Uttar Pradesh [2000 Onwards],Bhisma Shankar Alias Kushal Tiwari,Bahujan Samaj Party,1694453,800935,0.473
2009,Saran,20,GEN,Bihar [2000 Onwards],Lalu Prasad,Rashtriya Janata Dal,1268338,580830,0.458
2009,Sarguja,1,ST,Chhattisgarh,Murarilal Singh,Bharatiya Janta Party,1306822,805197,0.616
2009,Sasaram,34,SC,Bihar [2000 Onwards],Meira Kumar,Indian National Congress,1402789,599031,0.427
2009,Satara,45,GEN,Maharashtra,Bhonsle Shrimant Chh. Udyanraje Pratapsinhmaharaj,Nationalist Congress Party,1546146,816703,0.528
2009,Satna,9,GEN,Madhya Pradesh [2000 Onwards],Ganesh Singh,Bharatiya Janta Party,1207500,659947,0.547
2009,Secundrabad,8,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,1574818,865489,0.55
2009,Shahdol,12,ST,Madhya Pradesh [2000 Onwards],Rajesh Nandini Singh,Indian National Congress,1272377,629477,0.495
2009,Shahjahanpur,27,SC,Uttar Pradesh [2000 Onwards],Mithlesh,Samajwadi Party,1627964,792516,0.487
2009,Sheohar,4,GEN,Bihar [2000 Onwards],Rama Devi,Bharatiya Janta Party,1269056,573012,0.452
2009,Shillong,1,ST,Meghalaya,Vincent H Pala,Indian National Congress,771965,480424,0.622
2009,Shimla,4,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1106608,616777,0.557
2009,Shimoga,14,GEN,Karnataka,B.Y. Raghavendra,Bharatiya Janta Party,1435908,954752,0.665
2009,Shirdi,38,SC,Maharashtra,Wakchaure Bhausaheb Rajaram,Shiv Sena,1317890,663964,0.504
2009,Shirur,36,GEN,Maharashtra,Adhalrao Shivaji Dattatray,Shiv Sena,1630466,839734,0.515
2009,Shrawasti,58,GEN,Uttar Pradesh [2000 Onwards],Vinay Kumar Alias Vinnu,Indian National Congress,1405884,605386,0.431
2009,Sidhi,11,GEN,Madhya Pradesh [2000 Onwards],Govind Prasad Mishra,Bharatiya Janta Party,1358291,675867,0.498
2009,Sikar,5,GEN,Rajasthan,Mahadev Singh,Indian National Congress,1507740,725873,0.481
2009,Sikkim,1,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,300584,257159,0.856
2009,Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,978510,688547,0.704
2009,Singhbhum,10,ST,Jharkhand,Madhu Kora,Independent,957406,579926,0.606
2009,Sirsa,3,SC,Haryana,Ashok Tanwar,Indian National Congress,1309507,981472,0.75
2009,Sitamarhi,5,GEN,Bihar [2000 Onwards],Arjun Roy,Janata Dal United,1355817,576772,0.425
2009,Sitapur,30,GEN,Uttar Pradesh [2000 Onwards],Kaisar Jahan,Bahujan Samaj Party,1230078,704998,0.573
2009,Sivaganga,31,GEN,Tamil Nadu,Chidambaram P,Indian National Congress,1092438,776037,0.71
2009,Siwan,18,GEN,Bihar [2000 Onwards],Om Prakash Yadav,Independent,1282480,642234,0.501
2009,Solapur,42,SC,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,1594138,743336,0.466
2009,Sonipat,6,GEN,Haryana,Jitender Singh,Indian National Congress,1099978,712449,0.648
2009,South Delhi,7,GEN,Delhi [1977 Onwards],Ramesh Kumar,Indian National Congress,1542412,731332,0.474
2009,South Goa,2,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,533811,272223,0.51
2009,Srerampur,27,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1395570,1081979,0.775
2009,Srikakulam,19,GEN,Andhra Pradesh,Killi Krupa Rani,Indian National Congress,1226125,921680,0.752
2009,Srinagar,2,GEN,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,1106729,282769,0.256
2009,Sriperumbudur,5,GEN,Tamil Nadu,Baalu T R,Dravida Munetra Kazhagam,1201237,794505,0.661
2009,Sultanpur,38,GEN,Uttar Pradesh [2000 Onwards],Dr.Sanjay Singh,Indian National Congress,1430955,707853,0.495
2009,Sundargarh,2,ST,Orissa,Hemanand Biswal,Indian National Congress,1248955,768000,0.615
2009,Supaul,8,GEN,Bihar [2000 Onwards],Vishwa Mohan Kumar,Janata Dal United,1279549,697682,0.545
2009,Surat,24,GEN,Gujarat,Shrimati Darshana Vikram Jardosh,Bharatiya Janta Party,1420969,695809,0.49
2009,Surendranagar,9,GEN,Gujarat,Koli Patel Somabhai Gandalal,Indian National Congress,1475820,586318,0.397
2009,Tamluk,30,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,1271230,1148299,0.903
2009,Tehri Garhwal,1,GEN,Uttarakhand,Vijay Bahuguna,Indian National Congress,1159691,585576,0.505
2009,Tenkasi,37,SC,Tamil Nadu,Lingam P,Communist Party Of India,1063614,748010,0.703
2009,Tezpur,9,GEN,Assam,Joseph Toppo,Asom Gana Parisad,1210132,843506,0.697
2009,Thane,25,GEN,Maharashtra,Dr.Sanjeev Ganesh Naik,Nationalist Congress Party,1806803,749910,0.415
2009,Thanjavur,30,GEN,Tamil Nadu,Palanimanickam.S.S,Dravida Munetra Kazhagam,1054118,808675,0.767
2009,Theni,33,GEN,Tamil Nadu,Aaron Rashid.J.M,Indian National Congress,1074931,800576,0.745
2009,Thiruvallur,1,SC,Tamil Nadu,Venugopal.P,All India Anna Dravida Munnetra Kazhagam,1204209,850021,0.706
2009,Thiruvananthapuram,20,GEN,Kerala,Shashi Tharoor,Indian National Congress,1122047,740023,0.66
2009,Thoothukkudi,36,GEN,Tamil Nadu,Jeyadurai.S.R,Dravida Munetra Kazhagam,949153,656365,0.692
2009,Thrissur,10,GEN,Kerala,P C Chacko,Indian National Congress,1174161,817245,0.696
2009,Tikamgarh,6,SC,Madhya Pradesh [2000 Onwards],Virendra Kumar,Bharatiya Janta Party,1209553,525441,0.434
2009,Tiruchirappalli,24,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1067193,719031,0.674
2009,Tirunelveli,38,GEN,Tamil Nadu,Ramasubbu S,Indian National Congress,1059687,701402,0.662
2009,Tirupati,40,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,1464896,1064727,0.727
2009,Tiruppur,18,GEN,Tamil Nadu,Sivasami C,All India Anna Dravida Munnetra Kazhagam,993758,742273,0.747
2009,Tiruvannamalai,11,GEN,Tamil Nadu,Venugopal.D,Dravida Munetra Kazhagam,1052587,842279,0.8
2009,Tonk-Sawai Madhopur,12,GEN,Rajasthan,Namo Narain,Indian National Congress,1510047,802459,0.531
2009,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India MARXIST,988466,824246,0.834
2009,Tripura West,1,GEN,Tripura,Khagen Das,Communist Party Of India MARXIST,1093799,941508,0.861
2009,Tumkur,19,GEN,Karnataka,G.S. Basavaraj,Bharatiya Janta Party,1388773,899917,0.648
2009,Tura,2,ST,Meghalaya,Agatha K. Sangma,Nationalist Congress Party,505774,342205,0.677
2009,Udaipur,19,ST,Rajasthan,Raghuvir Singh Meena,Indian National Congress,1564137,758687,0.485
2009,Udhampur,5,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,1363060,611779,0.449
2009,Udupi Chikmagalur,15,GEN,Karnataka,D.V.Sadananda Gowda,Bharatiya Janta Party,1224335,835648,0.683
2009,Ujiarpur,22,GEN,Bihar [2000 Onwards],Aswamedh Devi,Janata Dal United,1229327,564247,0.459
2009,Ujjain,22,SC,Madhya Pradesh [2000 Onwards],Guddu Premchand,Indian National Congress,1253686,667635,0.533
2009,Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1251590,1009905,0.807
2009,Unnao,33,GEN,Uttar Pradesh [2000 Onwards],Annutandon,Indian National Congress,1818980,904542,0.497
2009,Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1286556,760547,0.591
2009,Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1071171,866349,0.809
2009,Vadodara,20,GEN,Gujarat,Balkrishna Khanderao Shukla Balu Shukla,Bharatiya Janta Party,1524060,747196,0.49
2009,Vaishali,16,GEN,Bihar [2000 Onwards],Raghuvansh Prasad Singh,Rashtriya Janata Dal,1278891,624863,0.489
2009,Valmiki Nagar,1,GEN,Bihar [2000 Onwards],Baidyanath Prasad Mahto,Janata Dal United,1275653,598456,0.469
2009,Valsad,26,ST,Gujarat,Kishanbhai Vestabhai Patel,Indian National Congress,1380245,774452,0.561
2009,Varanasi,77,GEN,Uttar Pradesh [2000 Onwards],Dr. Murli Manohar Joshi,Bharatiya Janta Party,1561854,665719,0.426
2009,Vellore,8,GEN,Tamil Nadu,Abdul Rahman,Dravida Munetra Kazhagam,1010067,723658,0.716
2009,Vidisha,18,GEN,Madhya Pradesh [2000 Onwards],Sushma Swaraj,Bharatiya Janta Party,1233394,556170,0.451
2009,Vijayawada,29,GEN,Andhra Pradesh,Lagadapati Raja Gopal,Indian National Congress,1402315,1092063,0.779
2009,Viluppuram,13,SC,Tamil Nadu,Anandan M,All India Anna Dravida Munnetra Kazhagam,1068171,796914,0.746
2009,Virudhunagar,34,GEN,Tamil Nadu,Manicka Tagore,Indian National Congress,992051,768609,0.775
2009,Visakhapatnam,21,GEN,Andhra Pradesh,Daggubati Purandeswari,Indian National Congress,1387482,1013929,0.731
2009,Vizianagaram,20,GEN,Andhra Pradesh,Jhansi Lakshmi Botcha,Indian National Congress,1323238,1024364,0.774
2009,Warangal,15,SC,Andhra Pradesh,Rajaiah Siricilla,Indian National Congress,1486617,1031522,0.694
2009,Wardha,8,GEN,Maharashtra,Datta Meghe,Indian National Congress,1408781,769846,0.547
2009,Wayanad,4,GEN,Kerala,M.I. Shanavas,Indian National Congress,1102097,825047,0.749
2009,West Delhi,6,GEN,Delhi [1977 Onwards],Mahabal Mishra,Indian National Congress,1687727,884241,0.524
2009,Yavatmal-Washim,14,GEN,Maharashtra,Bhavana Gawali Patil,Shiv Sena,1554042,840574,0.541
2009,Zahirabad,5,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,1359566,1021137,0.751
2014,Adilabad,1,ST,Telangana,Godam Nagesh,Telangana Rashtra Samithi,1386233,1045839,0.754
2014,Agra,18,SC,Uttar Pradesh [2000 Onwards],Dr. Ram Shankar Katheria,Bharatiya Janta Party,1814739,1070400,0.59
2014,Ahmadnagar,37,GEN,Maharashtra,Gandhi Dilipkumar Mansukhlal,Bharatiya Janta Party,1699408,1062318,0.625
2014,Ahmedabad East,7,GEN,Gujarat,Paresh Rawal,Bharatiya Janta Party,1601832,985525,0.615
2014,Ahmedabad West,8,SC,Gujarat,Dr. Kirit P Solanki,Bharatiya Janta Party,1534400,964609,0.629
2014,Ajmer,13,GEN,Rajasthan,Sanwar Lal Jat,Bharatiya Janta Party,1683292,1156314,0.687
2014,Akbarpur,44,GEN,Uttar Pradesh [2000 Onwards],Devendra Singh @ Bhole Singh,Bharatiya Janta Party,1768623,971375,0.549
